user_id,item_id,rating,timestamp
241,16,4,2026-01-21T06:21:46.362624
241,20,1,2026-01-21T06:21:46.363624
241,2,1,2026-01-21T06:21:46.363624
241,4,1,2026-01-21T06:21:46.364624
241,14,5,2026-01-21T06:21:46.364624
241,10,2,2026-01-21T06:21:46.365624
241,2,5,2026-01-21T06:21:46.365624
241,6,5,2026-01-21T06:21:46.366623
241,16,4,2026-01-21T06:21:46.366623
241,5,3,2026-01-21T06:21:46.367628
242,5,2,2026-01-21T06:21:46.367628
242,2,5,2026-01-21T06:21:46.370892
242,1,3,2026-01-21T06:21:46.376791
242,4,5,2026-01-21T06:21:46.376791
242,9,5,2026-01-21T06:21:46.377792
242,11,4,2026-01-21T06:21:46.377792
242,11,5,2026-01-21T06:21:46.378792
242,14,2,2026-01-21T06:21:46.378792
242,15,5,2026-01-21T06:21:46.378792
242,9,3,2026-01-21T06:21:46.379791
243,15,2,2026-01-21T06:21:46.379791
243,19,2,2026-01-21T06:21:46.381403
243,5,4,2026-01-21T06:21:46.382320
243,3,5,2026-01-21T06:21:46.382320
243,7,4,2026-01-21T06:21:46.383319
243,14,5,2026-01-21T06:21:46.383319
243,19,2,2026-01-21T06:21:46.387473
243,5,4,2026-01-21T06:21:46.393018
243,5,2,2026-01-21T06:21:46.393018
243,10,1,2026-01-21T06:21:46.393018
244,1,4,2026-01-21T06:21:46.394018
244,7,2,2026-01-21T06:21:46.394018
244,15,4,2026-01-21T06:21:46.395020
244,4,5,2026-01-21T06:21:46.395020
244,10,1,2026-01-21T06:21:46.396021
244,8,5,2026-01-21T06:21:46.396021
244,11,5,2026-01-21T06:21:46.397022
244,17,1,2026-01-21T06:21:46.398022
244,18,4,2026-01-21T06:21:46.398022
244,10,1,2026-01-21T06:21:46.398022
245,16,1,2026-01-21T06:21:46.398022
245,6,2,2026-01-21T06:21:46.403238
245,8,2,2026-01-21T06:21:46.408274
245,18,1,2026-01-21T06:21:46.408274
245,3,4,2026-01-21T06:21:46.409241
245,3,1,2026-01-21T06:21:46.409241
245,4,1,2026-01-21T06:21:46.410236
245,12,5,2026-01-21T06:21:46.410236
245,10,5,2026-01-21T06:21:46.411236
245,19,3,2026-01-21T06:21:46.411236
