user_id,item_id,rating,timestamp
461,1,1,2026-01-21T06:21:48.608164
461,8,3,2026-01-21T06:21:48.609162
461,16,3,2026-01-21T06:21:48.609162
461,9,2,2026-01-21T06:21:48.610160
461,4,4,2026-01-21T06:21:48.610160
461,19,2,2026-01-21T06:21:48.610160
461,16,1,2026-01-21T06:21:48.616160
461,19,3,2026-01-21T06:21:48.616160
461,5,3,2026-01-21T06:21:48.618676
461,10,3,2026-01-21T06:21:48.619672
462,16,1,2026-01-21T06:21:48.619672
462,11,1,2026-01-21T06:21:48.620674
462,1,1,2026-01-21T06:21:48.620674
462,3,3,2026-01-21T06:21:48.621671
462,1,1,2026-01-21T06:21:48.621671
462,7,3,2026-01-21T06:21:48.621671
462,1,2,2026-01-21T06:21:48.622781
462,17,1,2026-01-21T06:21:48.622781
462,17,4,2026-01-21T06:21:48.623784
462,4,3,2026-01-21T06:21:48.623784
463,15,5,2026-01-21T06:21:48.623784
463,7,4,2026-01-21T06:21:48.624783
463,19,5,2026-01-21T06:21:48.624783
463,5,4,2026-01-21T06:21:48.625785
463,7,1,2026-01-21T06:21:48.625785
463,6,4,2026-01-21T06:21:48.626785
463,5,3,2026-01-21T06:21:48.635259
463,17,5,2026-01-21T06:21:48.635259
463,10,4,2026-01-21T06:21:48.636266
463,2,1,2026-01-21T06:21:48.636266
464,15,1,2026-01-21T06:21:48.637265
464,1,1,2026-01-21T06:21:48.637265
464,15,5,2026-01-21T06:21:48.638265
464,15,1,2026-01-21T06:21:48.638265
464,17,4,2026-01-21T06:21:48.638265
464,3,3,2026-01-21T06:21:48.639662
464,4,4,2026-01-21T06:21:48.639662
464,2,5,2026-01-21T06:21:48.640662
464,17,2,2026-01-21T06:21:48.640662
464,3,4,2026-01-21T06:21:48.644664
465,7,1,2026-01-21T06:21:48.649242
465,10,4,2026-01-21T06:21:48.650248
465,19,2,2026-01-21T06:21:48.650248
465,11,1,2026-01-21T06:21:48.651763
465,17,4,2026-01-21T06:21:48.651763
465,8,4,2026-01-21T06:21:48.652769
465,11,4,2026-01-21T06:21:48.652769
465,2,2,2026-01-21T06:21:48.653769
465,6,2,2026-01-21T06:21:48.653769
465,16,4,2026-01-21T06:21:48.654769
