user_id,item_id,rating,timestamp
506,18,5,2026-01-21T06:21:49.079773
506,13,3,2026-01-21T06:21:49.079773
506,5,5,2026-01-21T06:21:49.080783
506,3,2,2026-01-21T06:21:49.080783
506,6,3,2026-01-21T06:21:49.081782
506,20,4,2026-01-21T06:21:49.081782
506,14,1,2026-01-21T06:21:49.082783
506,9,3,2026-01-21T06:21:49.082783
506,18,4,2026-01-21T06:21:49.082783
506,16,4,2026-01-21T06:21:49.086367
507,14,3,2026-01-21T06:21:49.093371
507,10,2,2026-01-21T06:21:49.093371
507,2,3,2026-01-21T06:21:49.094333
507,12,3,2026-01-21T06:21:49.094333
507,6,2,2026-01-21T06:21:49.094333
507,18,2,2026-01-21T06:21:49.095840
507,10,1,2026-01-21T06:21:49.095840
507,16,5,2026-01-21T06:21:49.096860
507,17,1,2026-01-21T06:21:49.096860
507,12,3,2026-01-21T06:21:49.097848
508,18,3,2026-01-21T06:21:49.097848
508,11,3,2026-01-21T06:21:49.097848
508,2,5,2026-01-21T06:21:49.102359
508,17,3,2026-01-21T06:21:49.106939
508,14,1,2026-01-21T06:21:49.107947
508,5,4,2026-01-21T06:21:49.109519
508,13,5,2026-01-21T06:21:49.109519
508,14,2,2026-01-21T06:21:49.110524
508,11,1,2026-01-21T06:21:49.110524
508,5,4,2026-01-21T06:21:49.111526
509,12,2,2026-01-21T06:21:49.111526
509,7,5,2026-01-21T06:21:49.112527
509,12,3,2026-01-21T06:21:49.112527
509,9,5,2026-01-21T06:21:49.113526
509,8,2,2026-01-21T06:21:49.113526
509,8,3,2026-01-21T06:21:49.114526
509,7,4,2026-01-21T06:21:49.119046
509,17,2,2026-01-21T06:21:49.125047
509,6,2,2026-01-21T06:21:49.126048
509,1,4,2026-01-21T06:21:49.126048
510,6,2,2026-01-21T06:21:49.127048
510,19,2,2026-01-21T06:21:49.127048
510,12,3,2026-01-21T06:21:49.127048
510,5,2,2026-01-21T06:21:49.128151
510,9,1,2026-01-21T06:21:49.129153
510,11,2,2026-01-21T06:21:49.130154
510,8,1,2026-01-21T06:21:49.137662
510,10,5,2026-01-21T06:21:49.138672
510,9,1,2026-01-21T06:21:49.138672
510,6,3,2026-01-21T06:21:49.139672
