user_id,item_id,rating,timestamp,event_type
651,7,2,2026-01-21T07:15:17.151956,purchase
651,1,1,2026-01-21T07:15:17.152510,purchase
651,16,4,2026-01-21T07:15:17.152510,click
651,14,3,2026-01-21T07:15:17.152510,add_to_cart
651,15,3,2026-01-21T07:15:17.153520,purchase
651,15,3,2026-01-21T07:15:17.153520,click
651,9,4,2026-01-21T07:15:17.154521,add_to_cart
651,19,4,2026-01-21T07:15:17.154521,purchase
651,4,2,2026-01-21T07:15:17.154521,add_to_cart
651,20,4,2026-01-21T07:15:17.155519,click
652,19,2,2026-01-21T07:15:17.155519,purchase
652,3,4,2026-01-21T07:15:17.155519,add_to_cart
652,11,1,2026-01-21T07:15:17.156520,click
652,13,2,2026-01-21T07:15:17.156520,add_to_cart
652,4,3,2026-01-21T07:15:17.156520,purchase
652,16,5,2026-01-21T07:15:17.157516,purchase
652,19,5,2026-01-21T07:15:17.157516,add_to_cart
652,17,5,2026-01-21T07:15:17.157516,purchase
652,3,1,2026-01-21T07:15:17.158478,click
652,5,4,2026-01-21T07:15:17.158478,click
653,18,2,2026-01-21T07:15:17.163085,click
653,4,4,2026-01-21T07:15:17.163085,purchase
653,11,1,2026-01-21T07:15:17.163085,add_to_cart
653,16,4,2026-01-21T07:15:17.164097,click
653,19,4,2026-01-21T07:15:17.164097,click
653,11,1,2026-01-21T07:15:17.164097,add_to_cart
653,1,2,2026-01-21T07:15:17.164097,add_to_cart
653,12,4,2026-01-21T07:15:17.165090,purchase
653,4,1,2026-01-21T07:15:17.165090,purchase
653,11,1,2026-01-21T07:15:17.165090,click
654,11,1,2026-01-21T07:15:17.166094,add_to_cart
654,11,2,2026-01-21T07:15:17.166094,purchase
654,9,5,2026-01-21T07:15:17.166094,add_to_cart
654,18,1,2026-01-21T07:15:17.167093,purchase
654,7,3,2026-01-21T07:15:17.167093,add_to_cart
654,11,1,2026-01-21T07:15:17.167093,add_to_cart
654,17,4,2026-01-21T07:15:17.167093,add_to_cart
654,15,3,2026-01-21T07:15:17.168092,purchase
654,14,3,2026-01-21T07:15:17.168092,purchase
654,14,2,2026-01-21T07:15:17.168092,click
655,6,2,2026-01-21T07:15:17.169034,click
655,18,2,2026-01-21T07:15:17.169539,purchase
655,10,3,2026-01-21T07:15:17.169539,add_to_cart
655,9,5,2026-01-21T07:15:17.170075,purchase
655,12,5,2026-01-21T07:15:17.170075,add_to_cart
655,19,1,2026-01-21T07:15:17.170591,add_to_cart
655,14,1,2026-01-21T07:15:17.170591,click
655,1,3,2026-01-21T07:15:17.171127,add_to_cart
655,10,2,2026-01-21T07:15:17.171127,purchase
655,1,3,2026-01-21T07:15:17.171657,add_to_cart
