user_id,item_id,rating,timestamp,event_type
196,2,1,2026-01-21T07:14:56.354149,purchase
196,16,3,2026-01-21T07:14:56.354149,add_to_cart
196,7,2,2026-01-21T07:14:56.354149,purchase
196,2,3,2026-01-21T07:14:56.354149,purchase
196,2,1,2026-01-21T07:14:56.355154,click
196,9,2,2026-01-21T07:14:56.355154,purchase
196,11,4,2026-01-21T07:14:56.355154,click
196,18,4,2026-01-21T07:14:56.356154,click
196,18,2,2026-01-21T07:14:56.356154,add_to_cart
196,8,4,2026-01-21T07:14:56.356154,add_to_cart
197,5,5,2026-01-21T07:14:56.357154,click
197,11,2,2026-01-21T07:14:56.357154,click
197,20,5,2026-01-21T07:14:56.357154,purchase
197,16,3,2026-01-21T07:14:56.358374,add_to_cart
197,12,3,2026-01-21T07:14:56.358374,click
197,14,5,2026-01-21T07:14:56.358374,add_to_cart
197,6,3,2026-01-21T07:14:56.358374,purchase
197,10,3,2026-01-21T07:14:56.359372,purchase
197,2,4,2026-01-21T07:14:56.359372,add_to_cart
197,4,2,2026-01-21T07:14:56.359372,purchase
198,20,2,2026-01-21T07:14:56.359372,purchase
198,9,3,2026-01-21T07:14:56.360372,click
198,8,3,2026-01-21T07:14:56.360372,add_to_cart
198,19,1,2026-01-21T07:14:56.360372,purchase
198,4,4,2026-01-21T07:14:56.364995,add_to_cart
198,10,5,2026-01-21T07:14:56.364995,purchase
198,13,1,2026-01-21T07:14:56.365954,purchase
198,3,4,2026-01-21T07:14:56.365954,purchase
198,4,3,2026-01-21T07:14:56.365954,purchase
198,10,4,2026-01-21T07:14:56.366955,purchase
199,1,3,2026-01-21T07:14:56.366955,click
199,18,2,2026-01-21T07:14:56.366955,add_to_cart
199,2,1,2026-01-21T07:14:56.367956,add_to_cart
199,7,4,2026-01-21T07:14:56.367956,add_to_cart
199,12,1,2026-01-21T07:14:56.367956,add_to_cart
199,7,3,2026-01-21T07:14:56.368954,click
199,14,3,2026-01-21T07:14:56.368954,add_to_cart
199,15,3,2026-01-21T07:14:56.368954,purchase
199,5,3,2026-01-21T07:14:56.369955,purchase
199,10,2,2026-01-21T07:14:56.369955,click
200,12,3,2026-01-21T07:14:56.369955,click
200,6,4,2026-01-21T07:14:56.369955,click
200,6,2,2026-01-21T07:14:56.370955,add_to_cart
200,5,3,2026-01-21T07:14:56.370955,add_to_cart
200,4,4,2026-01-21T07:14:56.370955,purchase
200,15,3,2026-01-21T07:14:56.371958,click
200,12,3,2026-01-21T07:14:56.371958,purchase
200,2,1,2026-01-21T07:14:56.371958,purchase
200,6,4,2026-01-21T07:14:56.372955,purchase
200,8,3,2026-01-21T07:14:56.372955,click
