user_id,item_id,rating,timestamp,event_type
321,5,2,2026-01-21T07:14:00.192101,click
321,2,3,2026-01-21T07:14:00.192101,purchase
321,14,3,2026-01-21T07:14:00.192101,add_to_cart
321,11,4,2026-01-21T07:14:00.193101,purchase
321,17,3,2026-01-21T07:14:00.198100,add_to_cart
321,3,5,2026-01-21T07:14:00.198100,add_to_cart
321,7,5,2026-01-21T07:14:00.198100,add_to_cart
321,2,3,2026-01-21T07:14:00.199604,add_to_cart
321,15,1,2026-01-21T07:14:00.199604,add_to_cart
321,8,3,2026-01-21T07:14:00.199604,add_to_cart
322,9,5,2026-01-21T07:14:00.199604,purchase
322,1,1,2026-01-21T07:14:00.200611,click
322,17,4,2026-01-21T07:14:00.200611,purchase
322,14,2,2026-01-21T07:14:00.200611,add_to_cart
322,4,2,2026-01-21T07:14:00.201610,click
322,15,4,2026-01-21T07:14:00.201610,add_to_cart
322,4,4,2026-01-21T07:14:00.201610,add_to_cart
322,3,2,2026-01-21T07:14:00.201610,click
322,2,1,2026-01-21T07:14:00.201610,purchase
322,18,3,2026-01-21T07:14:00.202610,purchase
323,5,2,2026-01-21T07:14:00.202610,click
323,3,1,2026-01-21T07:14:00.202610,purchase
323,10,4,2026-01-21T07:14:00.202610,add_to_cart
323,10,2,2026-01-21T07:14:00.203610,add_to_cart
323,14,4,2026-01-21T07:14:00.203610,click
323,17,3,2026-01-21T07:14:00.203610,add_to_cart
323,5,4,2026-01-21T07:14:00.203610,purchase
323,15,5,2026-01-21T07:14:00.203610,click
323,15,4,2026-01-21T07:14:00.204791,click
323,16,3,2026-01-21T07:14:00.204791,click
324,17,2,2026-01-21T07:14:00.204791,click
324,9,4,2026-01-21T07:14:00.204791,click
324,16,5,2026-01-21T07:14:00.205793,click
324,20,1,2026-01-21T07:14:00.205793,add_to_cart
324,17,1,2026-01-21T07:14:00.205793,purchase
324,12,1,2026-01-21T07:14:00.205793,purchase
324,7,2,2026-01-21T07:14:00.206794,add_to_cart
324,8,4,2026-01-21T07:14:00.206794,purchase
324,10,3,2026-01-21T07:14:00.206794,click
324,17,2,2026-01-21T07:14:00.206794,click
325,8,1,2026-01-21T07:14:00.207793,purchase
325,20,2,2026-01-21T07:14:00.207793,click
325,1,3,2026-01-21T07:14:00.207793,purchase
325,13,3,2026-01-21T07:14:00.207793,purchase
325,19,5,2026-01-21T07:14:00.213229,click
325,12,2,2026-01-21T07:14:00.214229,click
325,10,1,2026-01-21T07:14:00.214229,click
325,3,4,2026-01-21T07:14:00.214229,purchase
325,5,3,2026-01-21T07:14:00.215230,add_to_cart
325,16,4,2026-01-21T07:14:00.215230,purchase
