user_id,item_id,rating,timestamp
166,15,2,2026-01-21T06:24:40.132529
166,15,5,2026-01-21T06:24:40.133528
166,10,4,2026-01-21T06:24:40.133528
166,13,5,2026-01-21T06:24:40.134528
166,19,4,2026-01-21T06:24:40.134528
166,2,4,2026-01-21T06:24:40.135528
166,13,1,2026-01-21T06:24:40.136041
166,15,2,2026-01-21T06:24:40.136041
166,15,4,2026-01-21T06:24:40.137048
166,8,2,2026-01-21T06:24:40.137598
167,12,2,2026-01-21T06:24:40.137598
167,11,1,2026-01-21T06:24:40.137598
167,19,5,2026-01-21T06:24:40.138605
167,9,1,2026-01-21T06:24:40.138605
167,2,5,2026-01-21T06:24:40.139604
167,14,3,2026-01-21T06:24:40.139604
167,3,1,2026-01-21T06:24:40.140607
167,8,3,2026-01-21T06:24:40.140607
167,3,3,2026-01-21T06:24:40.140607
167,15,2,2026-01-21T06:24:40.141606
168,17,3,2026-01-21T06:24:40.141606
168,11,3,2026-01-21T06:24:40.142604
168,13,1,2026-01-21T06:24:40.142604
168,12,2,2026-01-21T06:24:40.143604
168,19,4,2026-01-21T06:24:40.143604
168,12,3,2026-01-21T06:24:40.143604
168,18,3,2026-01-21T06:24:40.144607
168,1,4,2026-01-21T06:24:40.144607
168,7,1,2026-01-21T06:24:40.144607
168,8,5,2026-01-21T06:24:40.145607
169,8,3,2026-01-21T06:24:40.146114
169,9,3,2026-01-21T06:24:40.146114
169,14,4,2026-01-21T06:24:40.147122
169,3,4,2026-01-21T06:24:40.147122
169,6,2,2026-01-21T06:24:40.148121
169,19,5,2026-01-21T06:24:40.148121
169,6,5,2026-01-21T06:24:40.148121
169,11,5,2026-01-21T06:24:40.149122
169,13,3,2026-01-21T06:24:40.150123
169,18,3,2026-01-21T06:24:40.151125
170,16,4,2026-01-21T06:24:40.151125
170,3,4,2026-01-21T06:24:40.151125
170,7,5,2026-01-21T06:24:40.157752
170,8,2,2026-01-21T06:24:40.157752
170,2,5,2026-01-21T06:24:40.159756
170,5,4,2026-01-21T06:24:40.160722
170,9,1,2026-01-21T06:24:40.160722
170,7,1,2026-01-21T06:24:40.161720
170,19,4,2026-01-21T06:24:40.161720
170,19,3,2026-01-21T06:24:40.162718
