user_id,item_id,event_type,timestamp
380,293,purchase,2026-01-21T06:00:38
443,38,click,2026-01-21T06:00:40
889,363,add_to_cart,2026-01-21T06:00:42
45,164,add_to_cart,2026-01-21T06:00:42
498,350,add_to_cart,2026-01-21T06:00:43
540,272,add_to_cart,2026-01-21T06:00:45
109,443,purchase,2026-01-21T06:00:45
667,365,click,2026-01-21T06:00:46
666,96,click,2026-01-21T06:00:48
210,246,click,2026-01-21T06:00:49
500,89,add_to_cart,2026-01-21T06:00:50
60,215,add_to_cart,2026-01-21T06:00:51
782,212,add_to_cart,2026-01-21T06:00:52
252,286,purchase,2026-01-21T06:00:52
651,123,purchase,2026-01-21T06:00:53
486,155,purchase,2026-01-21T06:00:54
83,421,add_to_cart,2026-01-21T06:00:56
976,143,purchase,2026-01-21T06:00:58
185,26,add_to_cart,2026-01-21T06:00:59
120,235,purchase,2026-01-21T06:01:01
373,353,click,2026-01-21T06:01:02
225,13,add_to_cart,2026-01-21T06:01:03
79,20,purchase,2026-01-21T06:01:05
692,400,click,2026-01-21T06:01:06
556,228,add_to_cart,2026-01-21T06:01:07
191,245,add_to_cart,2026-01-21T06:01:08
863,394,purchase,2026-01-21T06:01:09
583,22,add_to_cart,2026-01-21T06:01:10
234,4,click,2026-01-21T06:01:11
114,255,purchase,2026-01-21T06:01:13
710,87,add_to_cart,2026-01-21T06:01:14
5,165,add_to_cart,2026-01-21T06:01:15
108,19,purchase,2026-01-21T06:01:16
365,137,click,2026-01-21T06:01:18
878,388,add_to_cart,2026-01-21T06:01:19
997,220,click,2026-01-21T06:01:20
774,275,add_to_cart,2026-01-21T06:01:22
722,338,purchase,2026-01-21T06:01:23
120,231,add_to_cart,2026-01-21T06:01:24
105,31,click,2026-01-21T06:01:24
460,382,click,2026-01-21T06:01:26
999,310,add_to_cart,2026-01-21T06:01:28
679,374,purchase,2026-01-21T06:01:30
381,195,add_to_cart,2026-01-21T06:01:31
285,76,click,2026-01-21T06:01:33
258,200,add_to_cart,2026-01-21T06:01:34
448,189,click,2026-01-21T06:01:35
124,32,click,2026-01-21T06:01:37
864,135,add_to_cart,2026-01-21T06:01:39
91,393,click,2026-01-21T06:01:40
