user_id,item_id,rating,timestamp
841,13,3,2026-01-21T06:25:05.854233
841,10,4,2026-01-21T06:25:05.854233
841,5,1,2026-01-21T06:25:05.854233
841,1,1,2026-01-21T06:25:05.854233
841,17,3,2026-01-21T06:25:05.855232
841,6,5,2026-01-21T06:25:05.855232
841,8,4,2026-01-21T06:25:05.855232
841,4,2,2026-01-21T06:25:05.855232
841,18,1,2026-01-21T06:25:05.856232
841,14,4,2026-01-21T06:25:05.856232
842,10,1,2026-01-21T06:25:05.856232
842,7,2,2026-01-21T06:25:05.856232
842,13,4,2026-01-21T06:25:05.857232
842,3,5,2026-01-21T06:25:05.857232
842,8,2,2026-01-21T06:25:05.857232
842,10,5,2026-01-21T06:25:05.858232
842,20,5,2026-01-21T06:25:05.858232
842,6,2,2026-01-21T06:25:05.858232
842,3,4,2026-01-21T06:25:05.859232
842,20,2,2026-01-21T06:25:05.859232
843,12,4,2026-01-21T06:25:05.859232
843,2,4,2026-01-21T06:25:05.859232
843,3,1,2026-01-21T06:25:05.860232
843,2,5,2026-01-21T06:25:05.860232
843,13,1,2026-01-21T06:25:05.860232
843,11,1,2026-01-21T06:25:05.860232
843,9,3,2026-01-21T06:25:05.860232
843,11,5,2026-01-21T06:25:05.860232
843,12,1,2026-01-21T06:25:05.861740
843,9,3,2026-01-21T06:25:05.861740
844,16,5,2026-01-21T06:25:05.861740
844,13,1,2026-01-21T06:25:05.862747
844,6,2,2026-01-21T06:25:05.862747
844,8,3,2026-01-21T06:25:05.862747
844,2,4,2026-01-21T06:25:05.862747
844,6,3,2026-01-21T06:25:05.869320
844,18,3,2026-01-21T06:25:05.869320
844,1,2,2026-01-21T06:25:05.870318
844,12,1,2026-01-21T06:25:05.870318
844,2,1,2026-01-21T06:25:05.870318
845,12,3,2026-01-21T06:25:05.870318
845,18,4,2026-01-21T06:25:05.870318
845,4,2,2026-01-21T06:25:05.871882
845,2,3,2026-01-21T06:25:05.871882
845,12,5,2026-01-21T06:25:05.871882
845,1,2,2026-01-21T06:25:05.872837
845,13,5,2026-01-21T06:25:05.872837
845,7,1,2026-01-21T06:25:05.872837
845,2,4,2026-01-21T06:25:05.873840
845,6,3,2026-01-21T06:25:05.873840
