user_id,item_id,rating,timestamp
881,2,1,2026-01-21T06:24:47.229074
881,15,5,2026-01-21T06:24:47.231171
881,4,4,2026-01-21T06:24:47.231171
881,13,2,2026-01-21T06:24:47.232169
881,12,4,2026-01-21T06:24:47.232169
881,18,4,2026-01-21T06:24:47.233167
881,5,5,2026-01-21T06:24:47.233167
881,10,5,2026-01-21T06:24:47.234166
881,20,1,2026-01-21T06:24:47.236781
881,14,2,2026-01-21T06:24:47.242332
882,17,3,2026-01-21T06:24:47.242332
882,17,3,2026-01-21T06:24:47.243301
882,16,1,2026-01-21T06:24:47.243301
882,14,2,2026-01-21T06:24:47.244300
882,10,4,2026-01-21T06:24:47.244300
882,18,3,2026-01-21T06:24:47.245297
882,5,5,2026-01-21T06:24:47.245297
882,15,4,2026-01-21T06:24:47.246295
882,19,4,2026-01-21T06:24:47.247298
882,1,3,2026-01-21T06:24:47.247298
883,9,4,2026-01-21T06:24:47.248299
883,2,4,2026-01-21T06:24:47.248299
883,11,1,2026-01-21T06:24:47.248299
883,10,3,2026-01-21T06:24:47.249866
883,19,1,2026-01-21T06:24:47.253420
883,11,1,2026-01-21T06:24:47.258420
883,16,3,2026-01-21T06:24:47.258420
883,11,1,2026-01-21T06:24:47.258420
883,15,1,2026-01-21T06:24:47.260010
883,12,4,2026-01-21T06:24:47.260010
884,15,1,2026-01-21T06:24:47.260936
884,20,5,2026-01-21T06:24:47.260936
884,10,3,2026-01-21T06:24:47.261940
884,15,4,2026-01-21T06:24:47.261940
884,18,1,2026-01-21T06:24:47.262934
884,1,5,2026-01-21T06:24:47.262934
884,9,1,2026-01-21T06:24:47.263936
884,19,2,2026-01-21T06:24:47.263936
884,4,1,2026-01-21T06:24:47.267536
884,17,4,2026-01-21T06:24:47.274131
885,20,3,2026-01-21T06:24:47.275091
885,5,2,2026-01-21T06:24:47.275091
885,16,4,2026-01-21T06:24:47.276087
885,14,3,2026-01-21T06:24:47.276087
885,11,2,2026-01-21T06:24:47.277086
885,14,3,2026-01-21T06:24:47.277086
885,10,5,2026-01-21T06:24:47.278089
885,6,4,2026-01-21T06:24:47.278089
885,2,4,2026-01-21T06:24:47.279088
885,5,1,2026-01-21T06:24:47.279088
