user_id,item_id,rating,timestamp
646,4,1,2026-01-21T06:25:05.019200
646,17,4,2026-01-21T06:25:05.020200
646,7,2,2026-01-21T06:25:05.020200
646,7,4,2026-01-21T06:25:05.020200
646,14,3,2026-01-21T06:25:05.021273
646,20,2,2026-01-21T06:25:05.025271
646,14,1,2026-01-21T06:25:05.025271
646,18,1,2026-01-21T06:25:05.026276
646,12,2,2026-01-21T06:25:05.026276
646,9,3,2026-01-21T06:25:05.026276
647,14,3,2026-01-21T06:25:05.026276
647,12,3,2026-01-21T06:25:05.026276
647,20,2,2026-01-21T06:25:05.027783
647,19,4,2026-01-21T06:25:05.027783
647,12,5,2026-01-21T06:25:05.028297
647,3,1,2026-01-21T06:25:05.028297
647,14,2,2026-01-21T06:25:05.028297
647,4,4,2026-01-21T06:25:05.029301
647,15,1,2026-01-21T06:25:05.029301
647,18,3,2026-01-21T06:25:05.029301
648,7,3,2026-01-21T06:25:05.029301
648,14,3,2026-01-21T06:25:05.030303
648,14,2,2026-01-21T06:25:05.030303
648,7,4,2026-01-21T06:25:05.030303
648,8,4,2026-01-21T06:25:05.030303
648,1,3,2026-01-21T06:25:05.030303
648,18,3,2026-01-21T06:25:05.031809
648,15,5,2026-01-21T06:25:05.031809
648,4,5,2026-01-21T06:25:05.031809
648,8,4,2026-01-21T06:25:05.031809
649,6,5,2026-01-21T06:25:05.032816
649,6,5,2026-01-21T06:25:05.032816
649,12,1,2026-01-21T06:25:05.032816
649,14,1,2026-01-21T06:25:05.032816
649,3,4,2026-01-21T06:25:05.033815
649,18,1,2026-01-21T06:25:05.033815
649,6,5,2026-01-21T06:25:05.033815
649,3,4,2026-01-21T06:25:05.033815
649,13,4,2026-01-21T06:25:05.034817
649,20,1,2026-01-21T06:25:05.034817
650,2,3,2026-01-21T06:25:05.034817
650,10,1,2026-01-21T06:25:05.034817
650,6,1,2026-01-21T06:25:05.035820
650,16,5,2026-01-21T06:25:05.035820
650,6,2,2026-01-21T06:25:05.035820
650,16,2,2026-01-21T06:25:05.041327
650,19,4,2026-01-21T06:25:05.041327
650,20,5,2026-01-21T06:25:05.042328
650,4,2,2026-01-21T06:25:05.042328
650,18,1,2026-01-21T06:25:05.042328
