user_id,item_id,rating,timestamp,event_type
381,18,4,2026-01-21T07:12:18.550504,purchase
381,8,5,2026-01-21T07:12:18.550504,add_to_cart
381,17,5,2026-01-21T07:12:18.550504,add_to_cart
381,15,4,2026-01-21T07:12:18.551507,purchase
381,15,4,2026-01-21T07:12:18.551507,click
381,17,4,2026-01-21T07:12:18.551507,add_to_cart
381,10,5,2026-01-21T07:12:18.552511,purchase
381,7,5,2026-01-21T07:12:18.552511,add_to_cart
381,1,3,2026-01-21T07:12:18.552511,add_to_cart
381,16,3,2026-01-21T07:12:18.553507,purchase
382,2,4,2026-01-21T07:12:18.553507,purchase
382,12,3,2026-01-21T07:12:18.553507,add_to_cart
382,5,3,2026-01-21T07:12:18.553507,click
382,18,1,2026-01-21T07:12:18.559599,click
382,8,5,2026-01-21T07:12:18.559599,click
382,20,3,2026-01-21T07:12:18.559599,purchase
382,8,1,2026-01-21T07:12:18.559599,purchase
382,20,5,2026-01-21T07:12:18.560604,add_to_cart
382,4,3,2026-01-21T07:12:18.560604,purchase
382,5,4,2026-01-21T07:12:18.560604,add_to_cart
383,9,2,2026-01-21T07:12:18.560604,purchase
383,2,4,2026-01-21T07:12:18.561605,add_to_cart
383,1,4,2026-01-21T07:12:18.561605,click
383,14,1,2026-01-21T07:12:18.561605,add_to_cart
383,10,3,2026-01-21T07:12:18.562608,purchase
383,2,4,2026-01-21T07:12:18.562608,add_to_cart
383,3,1,2026-01-21T07:12:18.562608,add_to_cart
383,12,1,2026-01-21T07:12:18.562608,click
383,20,1,2026-01-21T07:12:18.563603,add_to_cart
383,20,4,2026-01-21T07:12:18.563603,add_to_cart
384,19,1,2026-01-21T07:12:18.563603,add_to_cart
384,19,2,2026-01-21T07:12:18.563603,add_to_cart
384,19,1,2026-01-21T07:12:18.564605,add_to_cart
384,2,4,2026-01-21T07:12:18.564605,click
384,3,2,2026-01-21T07:12:18.564605,click
384,15,4,2026-01-21T07:12:18.564605,click
384,15,1,2026-01-21T07:12:18.565605,add_to_cart
384,9,4,2026-01-21T07:12:18.565605,click
384,7,4,2026-01-21T07:12:18.565605,add_to_cart
384,18,2,2026-01-21T07:12:18.565605,click
385,18,2,2026-01-21T07:12:18.566606,click
385,2,1,2026-01-21T07:12:18.566606,click
385,9,3,2026-01-21T07:12:18.566606,purchase
385,6,4,2026-01-21T07:12:18.566606,add_to_cart
385,4,2,2026-01-21T07:12:18.566606,purchase
385,13,3,2026-01-21T07:12:18.567604,purchase
385,4,2,2026-01-21T07:12:18.567604,add_to_cart
385,18,3,2026-01-21T07:12:18.567604,purchase
385,17,2,2026-01-21T07:12:18.567604,click
385,14,1,2026-01-21T07:12:18.568605,purchase
