user_id,item_id,rating,timestamp,event_type
616,11,4,2026-01-21T07:14:48.892382,add_to_cart
616,8,4,2026-01-21T07:14:48.892382,click
616,1,2,2026-01-21T07:14:48.893889,click
616,16,4,2026-01-21T07:14:48.893889,click
616,9,4,2026-01-21T07:14:48.893889,add_to_cart
616,3,5,2026-01-21T07:14:48.893889,click
616,18,1,2026-01-21T07:14:48.894899,click
616,5,2,2026-01-21T07:14:48.894899,click
616,13,3,2026-01-21T07:14:48.894899,purchase
616,1,1,2026-01-21T07:14:48.894899,add_to_cart
617,14,5,2026-01-21T07:14:48.900931,add_to_cart
617,2,2,2026-01-21T07:14:48.900931,purchase
617,11,1,2026-01-21T07:14:48.900931,purchase
617,1,1,2026-01-21T07:14:48.901895,click
617,12,4,2026-01-21T07:14:48.901895,click
617,13,3,2026-01-21T07:14:48.901895,purchase
617,10,4,2026-01-21T07:14:48.902897,click
617,20,2,2026-01-21T07:14:48.902897,add_to_cart
617,19,5,2026-01-21T07:14:48.902897,purchase
617,15,2,2026-01-21T07:14:48.902897,click
618,9,5,2026-01-21T07:14:48.902897,click
618,5,5,2026-01-21T07:14:48.904402,purchase
618,18,5,2026-01-21T07:14:48.904402,add_to_cart
618,5,2,2026-01-21T07:14:48.904402,purchase
618,18,1,2026-01-21T07:14:48.905407,purchase
618,19,4,2026-01-21T07:14:48.905407,purchase
618,7,4,2026-01-21T07:14:48.905407,purchase
618,1,2,2026-01-21T07:14:48.905407,purchase
618,5,3,2026-01-21T07:14:48.906407,click
618,5,1,2026-01-21T07:14:48.906407,click
619,8,3,2026-01-21T07:14:48.906407,click
619,11,4,2026-01-21T07:14:48.906407,add_to_cart
619,18,4,2026-01-21T07:14:48.907584,purchase
619,8,2,2026-01-21T07:14:48.907584,add_to_cart
619,11,3,2026-01-21T07:14:48.907584,purchase
619,17,3,2026-01-21T07:14:48.908586,add_to_cart
619,17,2,2026-01-21T07:14:48.908586,click
619,12,5,2026-01-21T07:14:48.908586,click
619,15,1,2026-01-21T07:14:48.908586,purchase
619,15,2,2026-01-21T07:14:48.909584,click
620,19,5,2026-01-21T07:14:48.909584,add_to_cart
620,8,5,2026-01-21T07:14:48.909584,purchase
620,20,3,2026-01-21T07:14:48.910584,add_to_cart
620,18,4,2026-01-21T07:14:48.910584,click
620,9,1,2026-01-21T07:14:48.910584,purchase
620,15,2,2026-01-21T07:14:48.910584,purchase
620,20,5,2026-01-21T07:14:48.916174,purchase
620,16,5,2026-01-21T07:14:48.916174,add_to_cart
620,1,3,2026-01-21T07:14:48.917176,purchase
620,19,5,2026-01-21T07:14:48.917176,click
