user_id,item_id,event_type,timestamp
299,481,click,2026-01-13T21:28:44
423,1,click,2026-01-13T21:28:46
809,157,click,2026-01-13T21:28:47
451,311,add_to_cart,2026-01-13T21:28:48
358,294,add_to_cart,2026-01-13T21:28:48
833,188,click,2026-01-13T21:28:50
12,375,purchase,2026-01-13T21:28:51
79,312,add_to_cart,2026-01-13T21:28:53
13,437,purchase,2026-01-13T21:28:55
11,187,purchase,2026-01-13T21:28:56
822,142,purchase,2026-01-13T21:28:57
433,47,purchase,2026-01-13T21:28:59
941,382,purchase,2026-01-13T21:29:00
162,11,click,2026-01-13T21:29:01
160,70,add_to_cart,2026-01-13T21:29:02
777,180,purchase,2026-01-13T21:29:04
331,205,purchase,2026-01-13T21:29:05
467,251,add_to_cart,2026-01-13T21:29:06
184,216,add_to_cart,2026-01-13T21:29:07
443,389,add_to_cart,2026-01-13T21:29:08
959,88,purchase,2026-01-13T21:29:09
600,469,click,2026-01-13T21:29:11
303,211,purchase,2026-01-13T21:29:13
781,403,purchase,2026-01-13T21:29:14
151,5,purchase,2026-01-13T21:29:16
645,29,add_to_cart,2026-01-13T21:29:17
672,344,purchase,2026-01-13T21:29:18
689,185,add_to_cart,2026-01-13T21:29:18
266,467,add_to_cart,2026-01-13T21:29:20
160,440,purchase,2026-01-13T21:29:21
911,192,add_to_cart,2026-01-13T21:29:22
524,329,purchase,2026-01-13T21:29:24
467,300,click,2026-01-13T21:29:24
584,8,purchase,2026-01-13T21:29:26
239,203,purchase,2026-01-13T21:29:27
444,110,add_to_cart,2026-01-13T21:29:28
556,228,add_to_cart,2026-01-13T21:29:29
364,107,add_to_cart,2026-01-13T21:29:30
363,20,click,2026-01-13T21:29:31
425,64,click,2026-01-13T21:29:32
537,137,click,2026-01-13T21:29:32
648,204,add_to_cart,2026-01-13T21:29:33
744,26,purchase,2026-01-13T21:29:34
3,64,add_to_cart,2026-01-13T21:29:36
680,475,add_to_cart,2026-01-13T21:29:37
100,163,add_to_cart,2026-01-13T21:29:38
573,366,click,2026-01-13T21:29:39
994,461,click,2026-01-13T21:29:41
796,299,purchase,2026-01-13T21:29:42
585,369,add_to_cart,2026-01-13T21:29:43
