user_id,item_id,event_type,timestamp
581,432,purchase,2026-01-20T07:57:43
579,408,click,2026-01-20T07:57:44
602,443,purchase,2026-01-20T07:57:45
488,118,click,2026-01-20T07:57:45
593,276,add_to_cart,2026-01-20T07:57:46
905,34,add_to_cart,2026-01-20T07:57:48
588,483,click,2026-01-20T07:57:49
448,440,purchase,2026-01-20T07:57:50
333,174,add_to_cart,2026-01-20T07:57:51
65,231,click,2026-01-20T07:57:52
349,81,purchase,2026-01-20T07:57:53
730,168,purchase,2026-01-20T07:57:54
787,156,add_to_cart,2026-01-20T07:57:55
679,143,purchase,2026-01-20T07:57:57
65,218,add_to_cart,2026-01-20T07:57:58
959,351,purchase,2026-01-20T07:57:59
830,406,click,2026-01-20T07:58:00
22,223,purchase,2026-01-20T07:58:02
705,475,purchase,2026-01-20T07:58:03
579,241,purchase,2026-01-20T07:58:04
841,499,add_to_cart,2026-01-20T07:58:06
424,388,click,2026-01-20T07:58:07
716,301,click,2026-01-20T07:58:09
396,444,purchase,2026-01-20T07:58:10
223,132,add_to_cart,2026-01-20T07:58:11
48,459,click,2026-01-20T07:58:12
994,356,click,2026-01-20T07:58:14
180,58,add_to_cart,2026-01-20T07:58:16
665,339,click,2026-01-20T07:58:16
860,279,click,2026-01-20T07:58:18
983,177,purchase,2026-01-20T07:58:19
124,483,purchase,2026-01-20T07:58:20
818,337,purchase,2026-01-20T07:58:22
507,223,add_to_cart,2026-01-20T07:58:24
623,285,add_to_cart,2026-01-20T07:58:25
297,387,purchase,2026-01-20T07:58:27
325,450,add_to_cart,2026-01-20T07:58:29
305,87,purchase,2026-01-20T07:58:30
656,249,purchase,2026-01-20T07:58:31
939,15,click,2026-01-20T07:58:33
180,136,click,2026-01-20T07:58:34
191,273,purchase,2026-01-20T07:58:35
720,321,click,2026-01-20T07:58:37
137,77,purchase,2026-01-20T07:58:38
526,338,add_to_cart,2026-01-20T07:58:39
735,425,click,2026-01-20T07:58:40
358,153,click,2026-01-20T07:58:41
61,243,add_to_cart,2026-01-20T07:58:43
627,133,add_to_cart,2026-01-20T07:58:45
328,302,click,2026-01-20T07:58:46
