user_id,item_id,event_type,timestamp
875,327,add_to_cart,2026-01-20T06:55:33
851,444,add_to_cart,2026-01-20T06:55:35
483,309,purchase,2026-01-20T06:55:36
440,240,purchase,2026-01-20T06:55:37
120,381,click,2026-01-20T06:55:38
253,364,click,2026-01-20T06:55:39
562,494,purchase,2026-01-20T06:55:41
33,442,add_to_cart,2026-01-20T06:55:42
81,100,add_to_cart,2026-01-20T06:55:42
179,20,add_to_cart,2026-01-20T06:55:44
689,293,purchase,2026-01-20T06:55:46
532,175,add_to_cart,2026-01-20T06:55:47
983,72,add_to_cart,2026-01-20T06:55:49
538,287,purchase,2026-01-20T06:55:50
585,358,add_to_cart,2026-01-20T06:55:52
351,186,add_to_cart,2026-01-20T06:55:53
815,419,purchase,2026-01-20T06:55:54
547,275,click,2026-01-20T06:55:55
432,383,add_to_cart,2026-01-20T06:55:56
10,481,purchase,2026-01-20T06:55:57
559,387,click,2026-01-20T06:55:59
695,391,add_to_cart,2026-01-20T06:56:00
351,409,click,2026-01-20T06:56:01
725,84,add_to_cart,2026-01-20T06:56:02
830,435,add_to_cart,2026-01-20T06:56:03
412,70,add_to_cart,2026-01-20T06:56:05
777,243,click,2026-01-20T06:56:07
83,131,purchase,2026-01-20T06:56:08
998,393,purchase,2026-01-20T06:56:09
759,223,purchase,2026-01-20T06:56:11
684,210,purchase,2026-01-20T06:56:12
752,499,purchase,2026-01-20T06:56:13
88,360,add_to_cart,2026-01-20T06:56:14
110,94,add_to_cart,2026-01-20T06:56:14
605,459,click,2026-01-20T06:56:15
726,130,add_to_cart,2026-01-20T06:56:17
895,493,add_to_cart,2026-01-20T06:56:18
575,418,click,2026-01-20T06:56:19
955,147,add_to_cart,2026-01-20T06:56:21
809,104,purchase,2026-01-20T06:56:23
820,180,purchase,2026-01-20T06:56:25
490,210,click,2026-01-20T06:56:26
711,76,add_to_cart,2026-01-20T06:56:27
266,88,add_to_cart,2026-01-20T06:56:28
82,358,add_to_cart,2026-01-20T06:56:29
804,176,purchase,2026-01-20T06:56:29
173,49,add_to_cart,2026-01-20T06:56:31
718,434,add_to_cart,2026-01-20T06:56:32
92,7,purchase,2026-01-20T06:56:34
610,131,add_to_cart,2026-01-20T06:56:36
