user_id,item_id,event_type,timestamp
33,166,purchase,2026-01-20T06:34:47
682,411,add_to_cart,2026-01-20T06:34:48
399,475,purchase,2026-01-20T06:34:50
266,2,click,2026-01-20T06:34:51
287,429,click,2026-01-20T06:34:52
987,27,add_to_cart,2026-01-20T06:34:53
281,154,click,2026-01-20T06:34:55
740,341,purchase,2026-01-20T06:34:57
898,76,click,2026-01-20T06:34:58
921,356,click,2026-01-20T06:34:59
59,74,click,2026-01-20T06:35:00
105,432,click,2026-01-20T06:35:02
121,210,purchase,2026-01-20T06:35:03
902,197,click,2026-01-20T06:35:05
486,460,add_to_cart,2026-01-20T06:35:06
494,273,add_to_cart,2026-01-20T06:35:06
818,279,click,2026-01-20T06:35:08
357,61,click,2026-01-20T06:35:09
818,134,click,2026-01-20T06:35:10
343,219,add_to_cart,2026-01-20T06:35:12
203,231,add_to_cart,2026-01-20T06:35:14
41,38,click,2026-01-20T06:35:15
321,271,purchase,2026-01-20T06:35:17
55,82,click,2026-01-20T06:35:19
904,335,click,2026-01-20T06:35:20
996,189,click,2026-01-20T06:35:21
309,173,purchase,2026-01-20T06:35:22
445,130,add_to_cart,2026-01-20T06:35:23
974,190,purchase,2026-01-20T06:35:24
145,364,purchase,2026-01-20T06:35:26
609,4,add_to_cart,2026-01-20T06:35:27
883,412,click,2026-01-20T06:35:28
805,48,add_to_cart,2026-01-20T06:35:30
765,476,click,2026-01-20T06:35:32
981,287,add_to_cart,2026-01-20T06:35:33
710,127,purchase,2026-01-20T06:35:34
102,291,click,2026-01-20T06:35:35
508,419,click,2026-01-20T06:35:37
700,349,add_to_cart,2026-01-20T06:35:38
850,107,purchase,2026-01-20T06:35:38
243,40,click,2026-01-20T06:35:39
873,415,add_to_cart,2026-01-20T06:35:40
126,123,purchase,2026-01-20T06:35:41
128,123,add_to_cart,2026-01-20T06:35:42
735,392,add_to_cart,2026-01-20T06:35:43
445,287,add_to_cart,2026-01-20T06:35:45
637,441,click,2026-01-20T06:35:46
20,359,click,2026-01-20T06:35:47
968,218,add_to_cart,2026-01-20T06:35:48
599,233,add_to_cart,2026-01-20T06:35:50
