user_id,item_id,event_type,timestamp
963,164,add_to_cart,2026-01-20T08:59:15
12,300,add_to_cart,2026-01-20T08:59:16
955,274,add_to_cart,2026-01-20T08:59:17
832,262,add_to_cart,2026-01-20T08:59:18
335,148,purchase,2026-01-20T08:59:20
455,11,purchase,2026-01-20T08:59:20
839,455,purchase,2026-01-20T08:59:22
415,259,add_to_cart,2026-01-20T08:59:23
128,229,purchase,2026-01-20T08:59:24
840,402,click,2026-01-20T08:59:25
424,166,purchase,2026-01-20T08:59:26
728,27,add_to_cart,2026-01-20T08:59:27
572,442,purchase,2026-01-20T08:59:29
721,372,purchase,2026-01-20T08:59:31
893,136,click,2026-01-20T08:59:31
323,246,add_to_cart,2026-01-20T08:59:33
947,314,click,2026-01-20T08:59:35
462,499,add_to_cart,2026-01-20T08:59:35
532,409,purchase,2026-01-20T08:59:36
617,457,click,2026-01-20T08:59:37
262,447,purchase,2026-01-20T08:59:39
538,172,click,2026-01-20T08:59:40
763,238,add_to_cart,2026-01-20T08:59:42
750,31,purchase,2026-01-20T08:59:43
912,342,purchase,2026-01-20T08:59:44
494,76,click,2026-01-20T08:59:45
10,303,click,2026-01-20T08:59:47
777,488,purchase,2026-01-20T08:59:48
967,205,click,2026-01-20T08:59:49
913,40,click,2026-01-20T08:59:50
244,123,purchase,2026-01-20T08:59:52
958,467,add_to_cart,2026-01-20T08:59:53
80,454,click,2026-01-20T08:59:54
493,346,click,2026-01-20T08:59:56
551,55,click,2026-01-20T08:59:57
192,319,add_to_cart,2026-01-20T08:59:58
918,21,click,2026-01-20T09:00:00
993,494,add_to_cart,2026-01-20T09:00:01
900,104,click,2026-01-20T09:00:02
429,480,add_to_cart,2026-01-20T09:00:04
149,166,add_to_cart,2026-01-20T09:00:06
574,79,purchase,2026-01-20T09:00:07
479,174,purchase,2026-01-20T09:00:08
952,290,add_to_cart,2026-01-20T09:00:10
999,387,purchase,2026-01-20T09:00:12
160,250,click,2026-01-20T09:00:14
319,483,click,2026-01-20T09:00:14
983,138,add_to_cart,2026-01-20T09:00:16
137,500,click,2026-01-20T09:00:17
697,395,click,2026-01-20T09:00:18
