user_id,item_id,event_type,timestamp
621,497,purchase,2026-01-20T08:02:31
6,380,purchase,2026-01-20T08:02:33
399,39,click,2026-01-20T08:02:34
186,202,click,2026-01-20T08:02:35
413,374,purchase,2026-01-20T08:02:37
179,222,add_to_cart,2026-01-20T08:02:38
962,432,click,2026-01-20T08:02:38
377,106,add_to_cart,2026-01-20T08:02:39
319,344,click,2026-01-20T08:02:41
483,84,purchase,2026-01-20T08:02:42
837,156,purchase,2026-01-20T08:02:43
359,295,add_to_cart,2026-01-20T08:02:44
960,215,click,2026-01-20T08:02:46
261,328,add_to_cart,2026-01-20T08:02:47
368,386,click,2026-01-20T08:02:48
644,67,add_to_cart,2026-01-20T08:02:49
159,287,purchase,2026-01-20T08:02:50
595,234,purchase,2026-01-20T08:02:51
558,141,click,2026-01-20T08:02:52
700,217,purchase,2026-01-20T08:02:54
849,37,click,2026-01-20T08:02:54
396,405,add_to_cart,2026-01-20T08:02:55
553,450,add_to_cart,2026-01-20T08:02:57
17,329,click,2026-01-20T08:02:58
904,371,add_to_cart,2026-01-20T08:03:00
816,277,add_to_cart,2026-01-20T08:03:01
797,101,add_to_cart,2026-01-20T08:03:02
328,386,add_to_cart,2026-01-20T08:03:03
473,398,click,2026-01-20T08:03:05
303,204,add_to_cart,2026-01-20T08:03:06
718,14,click,2026-01-20T08:03:08
446,99,click,2026-01-20T08:03:09
779,473,purchase,2026-01-20T08:03:10
653,87,purchase,2026-01-20T08:03:11
903,264,click,2026-01-20T08:03:12
675,355,click,2026-01-20T08:03:13
884,130,add_to_cart,2026-01-20T08:03:13
952,491,add_to_cart,2026-01-20T08:03:15
329,72,purchase,2026-01-20T08:03:17
844,114,click,2026-01-20T08:03:18
142,233,purchase,2026-01-20T08:03:19
405,216,purchase,2026-01-20T08:03:20
754,310,add_to_cart,2026-01-20T08:03:22
27,380,add_to_cart,2026-01-20T08:03:23
635,394,add_to_cart,2026-01-20T08:03:24
689,466,add_to_cart,2026-01-20T08:03:25
921,192,purchase,2026-01-20T08:03:26
166,166,click,2026-01-20T08:03:27
941,21,add_to_cart,2026-01-20T08:03:29
301,458,purchase,2026-01-20T08:03:29
