user_id,item_id,event_type,timestamp
448,148,purchase,2026-01-19T08:19:16
434,180,click,2026-01-19T08:19:18
907,289,click,2026-01-19T08:19:19
790,361,click,2026-01-19T08:19:21
618,113,click,2026-01-19T08:19:22
649,413,click,2026-01-19T08:19:23
291,427,click,2026-01-19T08:19:24
483,367,purchase,2026-01-19T08:19:26
235,336,click,2026-01-19T08:19:27
95,188,add_to_cart,2026-01-19T08:19:29
345,208,purchase,2026-01-19T08:19:31
360,41,purchase,2026-01-19T08:19:32
463,154,add_to_cart,2026-01-19T08:19:32
917,252,add_to_cart,2026-01-19T08:19:33
902,474,add_to_cart,2026-01-19T08:19:35
370,370,click,2026-01-19T08:19:36
479,422,purchase,2026-01-19T08:19:37
122,317,add_to_cart,2026-01-19T08:19:38
256,454,add_to_cart,2026-01-19T08:19:39
949,167,add_to_cart,2026-01-19T08:19:40
810,315,click,2026-01-19T08:19:41
258,67,add_to_cart,2026-01-19T08:19:43
253,477,add_to_cart,2026-01-19T08:19:44
481,474,purchase,2026-01-19T08:19:45
347,247,click,2026-01-19T08:19:46
427,159,click,2026-01-19T08:19:47
853,61,click,2026-01-19T08:19:49
664,231,click,2026-01-19T08:19:51
63,102,purchase,2026-01-19T08:19:51
320,306,purchase,2026-01-19T08:19:52
210,7,add_to_cart,2026-01-19T08:19:54
55,401,add_to_cart,2026-01-19T08:19:55
940,329,add_to_cart,2026-01-19T08:19:56
521,270,click,2026-01-19T08:19:57
884,108,add_to_cart,2026-01-19T08:19:58
61,327,add_to_cart,2026-01-19T08:20:00
735,135,purchase,2026-01-19T08:20:02
382,487,add_to_cart,2026-01-19T08:20:04
721,445,click,2026-01-19T08:20:04
817,486,click,2026-01-19T08:20:06
661,192,add_to_cart,2026-01-19T08:20:07
323,242,click,2026-01-19T08:20:08
238,278,click,2026-01-19T08:20:09
334,441,click,2026-01-19T08:20:10
344,437,purchase,2026-01-19T08:20:11
8,364,add_to_cart,2026-01-19T08:20:13
757,358,purchase,2026-01-19T08:20:14
654,227,add_to_cart,2026-01-19T08:20:16
201,260,click,2026-01-19T08:20:17
204,486,add_to_cart,2026-01-19T08:20:19
