user_id,item_id,event_type,timestamp
156,35,purchase,2026-01-19T06:08:40
300,57,purchase,2026-01-19T06:08:41
317,95,purchase,2026-01-19T06:08:42
925,250,click,2026-01-19T06:08:43
177,464,purchase,2026-01-19T06:08:44
166,347,purchase,2026-01-19T06:08:45
519,248,add_to_cart,2026-01-19T06:08:46
185,391,add_to_cart,2026-01-19T06:08:47
249,244,purchase,2026-01-19T06:08:48
893,257,purchase,2026-01-19T06:08:48
96,443,add_to_cart,2026-01-19T06:08:49
371,369,purchase,2026-01-19T06:08:51
134,363,add_to_cart,2026-01-19T06:08:53
448,162,click,2026-01-19T06:08:55
195,196,click,2026-01-19T06:08:56
40,199,add_to_cart,2026-01-19T06:08:57
480,375,click,2026-01-19T06:08:58
310,344,add_to_cart,2026-01-19T06:08:59
344,421,add_to_cart,2026-01-19T06:09:01
697,86,purchase,2026-01-19T06:09:02
585,240,add_to_cart,2026-01-19T06:09:03
87,412,add_to_cart,2026-01-19T06:09:05
764,426,click,2026-01-19T06:09:06
16,170,click,2026-01-19T06:09:07
829,142,purchase,2026-01-19T06:09:09
905,20,purchase,2026-01-19T06:09:10
118,58,purchase,2026-01-19T06:09:12
700,183,click,2026-01-19T06:09:14
236,66,add_to_cart,2026-01-19T06:09:14
933,27,purchase,2026-01-19T06:09:16
409,239,purchase,2026-01-19T06:09:17
286,430,click,2026-01-19T06:09:19
163,248,click,2026-01-19T06:09:21
71,448,purchase,2026-01-19T06:09:21
993,302,purchase,2026-01-19T06:09:22
791,329,add_to_cart,2026-01-19T06:09:23
295,180,click,2026-01-19T06:09:24
637,186,click,2026-01-19T06:09:25
411,7,click,2026-01-19T06:09:25
294,145,add_to_cart,2026-01-19T06:09:27
223,226,click,2026-01-19T06:09:29
187,3,click,2026-01-19T06:09:30
806,116,add_to_cart,2026-01-19T06:09:31
366,480,add_to_cart,2026-01-19T06:09:32
848,17,add_to_cart,2026-01-19T06:09:32
761,254,add_to_cart,2026-01-19T06:09:33
997,176,add_to_cart,2026-01-19T06:09:35
516,4,click,2026-01-19T06:09:36
38,256,add_to_cart,2026-01-19T06:09:37
333,446,purchase,2026-01-19T06:09:39
