user_id,item_id,event_type,timestamp
487,344,purchase,2026-01-19T07:58:02
177,394,purchase,2026-01-19T07:58:03
102,166,purchase,2026-01-19T07:58:04
432,272,purchase,2026-01-19T07:58:06
576,268,click,2026-01-19T07:58:07
353,253,purchase,2026-01-19T07:58:09
241,387,purchase,2026-01-19T07:58:10
278,386,click,2026-01-19T07:58:12
855,196,add_to_cart,2026-01-19T07:58:13
731,113,click,2026-01-19T07:58:14
83,393,add_to_cart,2026-01-19T07:58:15
993,7,purchase,2026-01-19T07:58:17
909,488,purchase,2026-01-19T07:58:18
303,71,click,2026-01-19T07:58:19
126,391,purchase,2026-01-19T07:58:21
399,305,click,2026-01-19T07:58:22
42,228,click,2026-01-19T07:58:24
926,415,add_to_cart,2026-01-19T07:58:26
657,3,purchase,2026-01-19T07:58:27
637,289,add_to_cart,2026-01-19T07:58:28
887,315,click,2026-01-19T07:58:30
137,497,purchase,2026-01-19T07:58:32
715,281,add_to_cart,2026-01-19T07:58:34
991,6,click,2026-01-19T07:58:35
955,490,click,2026-01-19T07:58:36
505,44,click,2026-01-19T07:58:36
625,60,add_to_cart,2026-01-19T07:58:38
32,387,purchase,2026-01-19T07:58:39
542,104,click,2026-01-19T07:58:40
895,364,click,2026-01-19T07:58:41
796,96,add_to_cart,2026-01-19T07:58:42
283,382,purchase,2026-01-19T07:58:43
469,298,purchase,2026-01-19T07:58:44
881,330,purchase,2026-01-19T07:58:45
939,290,click,2026-01-19T07:58:47
151,96,click,2026-01-19T07:58:48
672,384,purchase,2026-01-19T07:58:49
389,461,add_to_cart,2026-01-19T07:58:50
900,86,add_to_cart,2026-01-19T07:58:51
951,326,add_to_cart,2026-01-19T07:58:53
721,287,click,2026-01-19T07:58:54
379,65,click,2026-01-19T07:58:55
634,139,click,2026-01-19T07:58:56
17,377,click,2026-01-19T07:58:57
790,217,add_to_cart,2026-01-19T07:58:59
622,214,purchase,2026-01-19T07:59:00
957,397,purchase,2026-01-19T07:59:00
2,475,add_to_cart,2026-01-19T07:59:02
489,166,click,2026-01-19T07:59:03
313,449,add_to_cart,2026-01-19T07:59:04
