user_id,item_id,event_type,timestamp
519,421,click,2026-01-19T05:34:28
245,129,purchase,2026-01-19T05:34:30
228,11,click,2026-01-19T05:34:31
417,198,purchase,2026-01-19T05:34:32
993,95,click,2026-01-19T05:34:34
510,145,purchase,2026-01-19T05:34:35
178,112,click,2026-01-19T05:34:35
862,375,add_to_cart,2026-01-19T05:34:36
106,387,click,2026-01-19T05:34:38
581,366,click,2026-01-19T05:34:39
482,309,purchase,2026-01-19T05:34:40
180,421,add_to_cart,2026-01-19T05:34:41
70,252,add_to_cart,2026-01-19T05:34:42
898,289,add_to_cart,2026-01-19T05:34:43
986,461,purchase,2026-01-19T05:34:45
966,334,add_to_cart,2026-01-19T05:34:46
606,100,add_to_cart,2026-01-19T05:34:46
336,305,purchase,2026-01-19T05:34:48
511,146,purchase,2026-01-19T05:34:49
137,248,purchase,2026-01-19T05:34:50
316,172,add_to_cart,2026-01-19T05:34:52
217,217,purchase,2026-01-19T05:34:53
944,493,purchase,2026-01-19T05:34:55
325,317,click,2026-01-19T05:34:56
23,319,add_to_cart,2026-01-19T05:34:57
770,186,purchase,2026-01-19T05:34:58
390,132,click,2026-01-19T05:34:59
802,390,click,2026-01-19T05:35:01
442,213,purchase,2026-01-19T05:35:02
110,14,click,2026-01-19T05:35:03
298,416,purchase,2026-01-19T05:35:05
612,474,click,2026-01-19T05:35:06
195,278,click,2026-01-19T05:35:07
129,352,click,2026-01-19T05:35:09
521,367,click,2026-01-19T05:35:09
235,218,click,2026-01-19T05:35:10
87,494,purchase,2026-01-19T05:35:12
764,383,purchase,2026-01-19T05:35:14
870,442,add_to_cart,2026-01-19T05:35:15
23,111,add_to_cart,2026-01-19T05:35:16
45,129,add_to_cart,2026-01-19T05:35:17
317,328,purchase,2026-01-19T05:35:18
957,5,add_to_cart,2026-01-19T05:35:19
504,401,click,2026-01-19T05:35:20
417,419,purchase,2026-01-19T05:35:21
540,466,add_to_cart,2026-01-19T05:35:21
925,276,purchase,2026-01-19T05:35:23
464,398,purchase,2026-01-19T05:35:24
673,12,add_to_cart,2026-01-19T05:35:26
53,30,add_to_cart,2026-01-19T05:35:27
