user_id,item_id,rating,timestamp,event_type
761,17,5,2026-01-21T07:17:18.794483,click
761,14,3,2026-01-21T07:17:18.794483,purchase
761,13,1,2026-01-21T07:17:18.794483,click
761,15,1,2026-01-21T07:17:18.795484,purchase
761,7,4,2026-01-21T07:17:18.799993,add_to_cart
761,20,3,2026-01-21T07:17:18.799993,click
761,15,5,2026-01-21T07:17:18.799993,add_to_cart
761,1,1,2026-01-21T07:17:18.800996,purchase
761,13,3,2026-01-21T07:17:18.800996,click
761,18,5,2026-01-21T07:17:18.800996,add_to_cart
762,6,5,2026-01-21T07:17:18.801999,add_to_cart
762,8,2,2026-01-21T07:17:18.801999,add_to_cart
762,2,1,2026-01-21T07:17:18.801999,click
762,18,4,2026-01-21T07:17:18.802999,click
762,2,5,2026-01-21T07:17:18.802999,purchase
762,19,2,2026-01-21T07:17:18.802999,click
762,6,3,2026-01-21T07:17:18.803996,click
762,18,5,2026-01-21T07:17:18.803996,click
762,10,5,2026-01-21T07:17:18.803996,click
762,4,3,2026-01-21T07:17:18.804994,add_to_cart
763,2,2,2026-01-21T07:17:18.804994,click
763,3,5,2026-01-21T07:17:18.804994,click
763,9,5,2026-01-21T07:17:18.805994,add_to_cart
763,1,4,2026-01-21T07:17:18.805994,purchase
763,14,4,2026-01-21T07:17:18.805994,add_to_cart
763,19,4,2026-01-21T07:17:18.806994,click
763,3,4,2026-01-21T07:17:18.806994,add_to_cart
763,6,2,2026-01-21T07:17:18.806994,click
763,7,5,2026-01-21T07:17:18.807995,purchase
763,9,2,2026-01-21T07:17:18.807995,click
764,9,4,2026-01-21T07:17:18.807995,add_to_cart
764,19,4,2026-01-21T07:17:18.807995,click
764,16,3,2026-01-21T07:17:18.809190,add_to_cart
764,16,3,2026-01-21T07:17:18.809190,click
764,5,5,2026-01-21T07:17:18.809190,purchase
764,8,5,2026-01-21T07:17:18.814186,purchase
764,2,4,2026-01-21T07:17:18.814186,click
764,14,1,2026-01-21T07:17:18.815188,click
764,8,5,2026-01-21T07:17:18.815188,click
764,9,4,2026-01-21T07:17:18.815188,add_to_cart
765,3,5,2026-01-21T07:17:18.816189,click
765,7,5,2026-01-21T07:17:18.816189,click
765,1,2,2026-01-21T07:17:18.816189,add_to_cart
765,11,1,2026-01-21T07:17:18.817186,click
765,3,4,2026-01-21T07:17:18.817186,purchase
765,11,1,2026-01-21T07:17:18.817186,purchase
765,19,4,2026-01-21T07:17:18.818187,add_to_cart
765,18,3,2026-01-21T07:17:18.818187,click
765,7,4,2026-01-21T07:17:18.818698,click
765,11,4,2026-01-21T07:17:18.818698,click
