user_id,item_id,rating,timestamp,event_type
781,17,2,2026-01-21T07:20:17.181932,add_to_cart
781,12,1,2026-01-21T07:20:17.181932,add_to_cart
781,20,3,2026-01-21T07:20:17.182942,purchase
781,6,5,2026-01-21T07:20:17.182942,click
781,15,2,2026-01-21T07:20:17.182942,click
781,9,2,2026-01-21T07:20:17.183941,click
781,14,5,2026-01-21T07:20:17.183941,click
781,15,3,2026-01-21T07:20:17.183941,purchase
781,15,5,2026-01-21T07:20:17.183941,purchase
781,5,1,2026-01-21T07:20:17.184941,add_to_cart
782,2,2,2026-01-21T07:20:17.184941,add_to_cart
782,17,2,2026-01-21T07:20:17.184941,click
782,20,1,2026-01-21T07:20:17.184941,purchase
782,14,2,2026-01-21T07:20:17.185941,purchase
782,5,3,2026-01-21T07:20:17.190116,purchase
782,16,4,2026-01-21T07:20:17.191123,add_to_cart
782,11,4,2026-01-21T07:20:17.191123,click
782,17,1,2026-01-21T07:20:17.191123,purchase
782,15,3,2026-01-21T07:20:17.191123,click
782,7,5,2026-01-21T07:20:17.192123,add_to_cart
783,12,2,2026-01-21T07:20:17.192123,add_to_cart
783,17,3,2026-01-21T07:20:17.192123,purchase
783,10,5,2026-01-21T07:20:17.193211,click
783,3,3,2026-01-21T07:20:17.193211,add_to_cart
783,14,4,2026-01-21T07:20:17.193211,click
783,3,5,2026-01-21T07:20:17.193211,click
783,12,1,2026-01-21T07:20:17.194213,purchase
783,16,4,2026-01-21T07:20:17.194213,click
783,9,1,2026-01-21T07:20:17.194213,add_to_cart
783,20,4,2026-01-21T07:20:17.194213,add_to_cart
784,17,2,2026-01-21T07:20:17.195209,purchase
784,8,1,2026-01-21T07:20:17.195209,add_to_cart
784,4,5,2026-01-21T07:20:17.195209,click
784,18,3,2026-01-21T07:20:17.196210,add_to_cart
784,17,4,2026-01-21T07:20:17.196210,purchase
784,12,1,2026-01-21T07:20:17.196210,purchase
784,16,4,2026-01-21T07:20:17.196210,add_to_cart
784,17,3,2026-01-21T07:20:17.197211,click
784,12,1,2026-01-21T07:20:17.197211,purchase
784,18,2,2026-01-21T07:20:17.197211,add_to_cart
785,7,3,2026-01-21T07:20:17.198210,add_to_cart
785,9,3,2026-01-21T07:20:17.198210,purchase
785,9,4,2026-01-21T07:20:17.198210,click
785,4,2,2026-01-21T07:20:17.198210,click
785,6,2,2026-01-21T07:20:17.199209,click
785,8,3,2026-01-21T07:20:17.199209,add_to_cart
785,20,5,2026-01-21T07:20:17.199209,add_to_cart
785,7,3,2026-01-21T07:20:17.199209,add_to_cart
785,11,5,2026-01-21T07:20:17.200210,click
785,12,5,2026-01-21T07:20:17.200210,click
