user_id,item_id,event_type,timestamp
9,320,click,2026-01-11T23:35:30
332,71,add_to_cart,2026-01-11T23:35:31
797,57,add_to_cart,2026-01-11T23:35:33
389,110,click,2026-01-11T23:35:34
953,114,add_to_cart,2026-01-11T23:35:36
573,395,purchase,2026-01-11T23:35:36
552,197,purchase,2026-01-11T23:35:38
615,281,click,2026-01-11T23:35:39
519,223,purchase,2026-01-11T23:35:41
411,14,click,2026-01-11T23:35:41
350,262,click,2026-01-11T23:35:43
754,31,purchase,2026-01-11T23:35:44
725,119,click,2026-01-11T23:35:45
661,131,purchase,2026-01-11T23:35:47
564,295,click,2026-01-11T23:35:48
299,485,click,2026-01-11T23:35:49
726,177,add_to_cart,2026-01-11T23:35:51
138,433,click,2026-01-11T23:35:53
774,241,click,2026-01-11T23:35:54
427,72,click,2026-01-11T23:35:55
465,77,click,2026-01-11T23:35:56
328,129,add_to_cart,2026-01-11T23:35:57
102,326,purchase,2026-01-11T23:35:58
976,366,click,2026-01-11T23:36:00
198,431,purchase,2026-01-11T23:36:01
155,418,purchase,2026-01-11T23:36:03
176,109,purchase,2026-01-11T23:36:04
506,255,add_to_cart,2026-01-11T23:36:06
706,350,click,2026-01-11T23:36:07
520,344,click,2026-01-11T23:36:09
59,286,add_to_cart,2026-01-11T23:36:11
290,99,add_to_cart,2026-01-11T23:36:11
264,265,purchase,2026-01-11T23:36:13
890,470,add_to_cart,2026-01-11T23:36:15
744,306,click,2026-01-11T23:36:15
839,22,purchase,2026-01-11T23:36:17
394,29,add_to_cart,2026-01-11T23:36:18
596,259,purchase,2026-01-11T23:36:20
314,347,add_to_cart,2026-01-11T23:36:21
198,211,add_to_cart,2026-01-11T23:36:22
720,262,add_to_cart,2026-01-11T23:36:23
604,61,add_to_cart,2026-01-11T23:36:24
562,419,purchase,2026-01-11T23:36:25
897,10,add_to_cart,2026-01-11T23:36:27
833,18,purchase,2026-01-11T23:36:29
630,394,click,2026-01-11T23:36:30
859,373,purchase,2026-01-11T23:36:30
949,341,purchase,2026-01-11T23:36:31
191,444,purchase,2026-01-11T23:36:32
344,53,add_to_cart,2026-01-11T23:36:33
