user_id,item_id,event_type,timestamp
441,460,click,2026-01-11T22:14:30
14,248,add_to_cart,2026-01-11T22:14:32
89,134,click,2026-01-11T22:14:33
546,33,add_to_cart,2026-01-11T22:14:34
538,367,purchase,2026-01-11T22:14:35
826,247,purchase,2026-01-11T22:14:36
19,49,click,2026-01-11T22:14:37
240,284,click,2026-01-11T22:14:38
609,391,purchase,2026-01-11T22:14:39
626,60,click,2026-01-11T22:14:40
186,391,purchase,2026-01-11T22:14:42
100,300,add_to_cart,2026-01-11T22:14:43
505,195,purchase,2026-01-11T22:14:45
75,152,add_to_cart,2026-01-11T22:14:45
982,58,add_to_cart,2026-01-11T22:14:47
247,399,click,2026-01-11T22:14:49
16,472,click,2026-01-11T22:14:50
536,93,add_to_cart,2026-01-11T22:14:51
536,394,purchase,2026-01-11T22:14:53
918,389,purchase,2026-01-11T22:14:54
838,212,add_to_cart,2026-01-11T22:14:55
916,407,purchase,2026-01-11T22:14:57
623,444,click,2026-01-11T22:14:58
724,276,purchase,2026-01-11T22:14:59
590,58,click,2026-01-11T22:15:01
666,218,add_to_cart,2026-01-11T22:15:01
964,139,purchase,2026-01-11T22:15:02
830,75,purchase,2026-01-11T22:15:03
396,210,click,2026-01-11T22:15:03
327,50,click,2026-01-11T22:15:04
746,372,purchase,2026-01-11T22:15:06
784,486,purchase,2026-01-11T22:15:07
530,349,purchase,2026-01-11T22:15:08
839,114,add_to_cart,2026-01-11T22:15:09
254,195,click,2026-01-11T22:15:11
115,175,click,2026-01-11T22:15:13
940,248,add_to_cart,2026-01-11T22:15:14
554,472,purchase,2026-01-11T22:15:15
789,356,click,2026-01-11T22:15:16
86,406,purchase,2026-01-11T22:15:17
603,400,add_to_cart,2026-01-11T22:15:19
123,206,purchase,2026-01-11T22:15:21
778,443,purchase,2026-01-11T22:15:22
321,473,purchase,2026-01-11T22:15:24
800,355,purchase,2026-01-11T22:15:26
860,134,click,2026-01-11T22:15:27
398,50,add_to_cart,2026-01-11T22:15:28
101,18,purchase,2026-01-11T22:15:29
440,377,click,2026-01-11T22:15:31
885,97,click,2026-01-11T22:15:32
