user_id,item_id,event_type,timestamp
527,133,purchase,2026-01-11T17:25:06
974,392,click,2026-01-11T17:25:06
501,311,add_to_cart,2026-01-11T17:25:08
646,403,purchase,2026-01-11T17:25:09
121,251,add_to_cart,2026-01-11T17:25:10
818,231,add_to_cart,2026-01-11T17:25:11
782,139,purchase,2026-01-11T17:25:13
352,163,add_to_cart,2026-01-11T17:25:14
48,281,add_to_cart,2026-01-11T17:25:16
585,148,add_to_cart,2026-01-11T17:25:17
667,34,click,2026-01-11T17:25:18
591,439,add_to_cart,2026-01-11T17:25:18
392,411,click,2026-01-11T17:25:20
206,266,click,2026-01-11T17:25:21
563,363,purchase,2026-01-11T17:25:23
559,156,purchase,2026-01-11T17:25:24
400,221,add_to_cart,2026-01-11T17:25:26
647,285,add_to_cart,2026-01-11T17:25:27
137,105,add_to_cart,2026-01-11T17:25:27
379,404,purchase,2026-01-11T17:25:28
168,282,click,2026-01-11T17:25:29
335,301,purchase,2026-01-11T17:25:30
980,41,click,2026-01-11T17:25:32
526,417,purchase,2026-01-11T17:25:33
867,491,click,2026-01-11T17:25:34
141,421,add_to_cart,2026-01-11T17:25:35
519,138,click,2026-01-11T17:25:37
565,179,purchase,2026-01-11T17:25:39
617,111,add_to_cart,2026-01-11T17:25:41
748,441,click,2026-01-11T17:25:42
856,479,purchase,2026-01-11T17:25:43
654,408,add_to_cart,2026-01-11T17:25:45
738,180,click,2026-01-11T17:25:46
13,77,purchase,2026-01-11T17:25:47
875,417,click,2026-01-11T17:25:48
683,473,purchase,2026-01-11T17:25:49
654,267,add_to_cart,2026-01-11T17:25:51
234,378,purchase,2026-01-11T17:25:52
73,205,click,2026-01-11T17:25:53
985,134,purchase,2026-01-11T17:25:54
247,289,purchase,2026-01-11T17:25:55
150,278,click,2026-01-11T17:25:56
247,179,click,2026-01-11T17:25:57
213,424,add_to_cart,2026-01-11T17:25:59
698,445,click,2026-01-11T17:26:00
554,357,purchase,2026-01-11T17:26:02
296,109,purchase,2026-01-11T17:26:03
648,4,purchase,2026-01-11T17:26:04
22,207,click,2026-01-11T17:26:05
414,97,click,2026-01-11T17:26:07
