user_id,item_id,event_type,timestamp
415,405,add_to_cart,2026-01-11T21:30:47
243,477,add_to_cart,2026-01-11T21:30:48
348,274,purchase,2026-01-11T21:30:50
630,166,click,2026-01-11T21:30:51
767,317,click,2026-01-11T21:30:52
138,77,purchase,2026-01-11T21:30:54
526,230,purchase,2026-01-11T21:30:55
586,309,purchase,2026-01-11T21:30:57
70,330,add_to_cart,2026-01-11T21:30:59
346,348,add_to_cart,2026-01-11T21:31:00
534,277,purchase,2026-01-11T21:31:02
357,160,click,2026-01-11T21:31:03
441,272,add_to_cart,2026-01-11T21:31:03
678,389,add_to_cart,2026-01-11T21:31:04
969,484,add_to_cart,2026-01-11T21:31:06
838,403,click,2026-01-11T21:31:07
382,56,add_to_cart,2026-01-11T21:31:09
702,224,click,2026-01-11T21:31:10
488,37,add_to_cart,2026-01-11T21:31:11
27,46,add_to_cart,2026-01-11T21:31:13
566,360,purchase,2026-01-11T21:31:14
986,321,add_to_cart,2026-01-11T21:31:15
565,325,add_to_cart,2026-01-11T21:31:17
800,308,click,2026-01-11T21:31:18
408,75,purchase,2026-01-11T21:31:20
516,447,purchase,2026-01-11T21:31:21
656,112,add_to_cart,2026-01-11T21:31:22
322,86,add_to_cart,2026-01-11T21:31:23
25,63,click,2026-01-11T21:31:24
432,367,click,2026-01-11T21:31:24
531,392,add_to_cart,2026-01-11T21:31:26
339,357,add_to_cart,2026-01-11T21:31:27
744,239,click,2026-01-11T21:31:29
887,276,click,2026-01-11T21:31:30
595,403,add_to_cart,2026-01-11T21:31:31
712,96,purchase,2026-01-11T21:31:32
405,260,add_to_cart,2026-01-11T21:31:33
682,148,purchase,2026-01-11T21:31:34
937,39,add_to_cart,2026-01-11T21:31:35
619,129,click,2026-01-11T21:31:36
95,260,add_to_cart,2026-01-11T21:31:38
382,277,purchase,2026-01-11T21:31:39
99,495,purchase,2026-01-11T21:31:41
812,113,click,2026-01-11T21:31:42
938,70,add_to_cart,2026-01-11T21:31:43
227,92,add_to_cart,2026-01-11T21:31:44
861,491,add_to_cart,2026-01-11T21:31:45
626,310,click,2026-01-11T21:31:45
793,46,add_to_cart,2026-01-11T21:31:46
170,176,purchase,2026-01-11T21:31:48
