user_id,item_id,event_type,timestamp
881,486,purchase,2026-01-11T16:59:09
12,370,purchase,2026-01-11T16:59:11
997,58,click,2026-01-11T16:59:13
112,151,add_to_cart,2026-01-11T16:59:14
318,365,add_to_cart,2026-01-11T16:59:15
568,235,click,2026-01-11T16:59:16
797,406,add_to_cart,2026-01-11T16:59:17
29,377,add_to_cart,2026-01-11T16:59:17
340,284,add_to_cart,2026-01-11T16:59:18
160,468,purchase,2026-01-11T16:59:20
519,283,add_to_cart,2026-01-11T16:59:21
754,462,click,2026-01-11T16:59:22
603,351,click,2026-01-11T16:59:23
983,256,add_to_cart,2026-01-11T16:59:25
10,377,click,2026-01-11T16:59:27
605,79,click,2026-01-11T16:59:27
227,143,purchase,2026-01-11T16:59:29
255,454,click,2026-01-11T16:59:31
537,236,click,2026-01-11T16:59:32
626,332,click,2026-01-11T16:59:34
257,142,add_to_cart,2026-01-11T16:59:35
306,358,purchase,2026-01-11T16:59:36
606,193,click,2026-01-11T16:59:37
291,177,click,2026-01-11T16:59:38
165,156,purchase,2026-01-11T16:59:40
665,468,click,2026-01-11T16:59:41
150,443,purchase,2026-01-11T16:59:43
832,295,add_to_cart,2026-01-11T16:59:44
894,475,add_to_cart,2026-01-11T16:59:45
975,306,click,2026-01-11T16:59:46
56,460,add_to_cart,2026-01-11T16:59:47
762,445,click,2026-01-11T16:59:48
311,383,add_to_cart,2026-01-11T16:59:50
261,320,add_to_cart,2026-01-11T16:59:51
632,52,purchase,2026-01-11T16:59:51
246,152,purchase,2026-01-11T16:59:52
393,454,click,2026-01-11T16:59:54
448,205,add_to_cart,2026-01-11T16:59:55
70,492,purchase,2026-01-11T16:59:56
571,466,click,2026-01-11T16:59:58
92,355,add_to_cart,2026-01-11T16:59:58
380,467,add_to_cart,2026-01-11T17:00:00
681,168,add_to_cart,2026-01-11T17:00:01
385,285,click,2026-01-11T17:00:02
267,162,purchase,2026-01-11T17:00:04
875,51,purchase,2026-01-11T17:00:05
895,498,purchase,2026-01-11T17:00:06
794,451,click,2026-01-11T17:00:07
801,204,purchase,2026-01-11T17:00:08
882,271,purchase,2026-01-11T17:00:10
