user_id,item_id,event_type,timestamp
539,427,purchase,2026-01-11T22:21:24
383,161,click,2026-01-11T22:21:26
830,154,click,2026-01-11T22:21:27
145,477,click,2026-01-11T22:21:28
315,98,add_to_cart,2026-01-11T22:21:30
964,220,click,2026-01-11T22:21:31
913,297,purchase,2026-01-11T22:21:32
5,70,click,2026-01-11T22:21:34
109,100,click,2026-01-11T22:21:35
828,495,click,2026-01-11T22:21:36
589,313,purchase,2026-01-11T22:21:37
729,434,click,2026-01-11T22:21:39
340,244,click,2026-01-11T22:21:40
56,54,click,2026-01-11T22:21:42
179,182,add_to_cart,2026-01-11T22:21:42
904,444,add_to_cart,2026-01-11T22:21:44
75,351,purchase,2026-01-11T22:21:45
830,262,purchase,2026-01-11T22:21:46
819,42,click,2026-01-11T22:21:47
714,345,purchase,2026-01-11T22:21:49
340,479,click,2026-01-11T22:21:49
284,445,add_to_cart,2026-01-11T22:21:51
451,237,click,2026-01-11T22:21:52
759,228,click,2026-01-11T22:21:54
395,38,click,2026-01-11T22:21:55
288,298,add_to_cart,2026-01-11T22:21:56
767,141,click,2026-01-11T22:21:58
441,217,add_to_cart,2026-01-11T22:21:58
601,304,purchase,2026-01-11T22:22:00
152,342,click,2026-01-11T22:22:02
847,401,purchase,2026-01-11T22:22:03
172,273,purchase,2026-01-11T22:22:05
267,141,purchase,2026-01-11T22:22:06
433,239,click,2026-01-11T22:22:07
854,319,click,2026-01-11T22:22:09
174,481,purchase,2026-01-11T22:22:10
63,272,click,2026-01-11T22:22:12
524,185,click,2026-01-11T22:22:14
563,107,add_to_cart,2026-01-11T22:22:15
827,396,add_to_cart,2026-01-11T22:22:15
516,345,purchase,2026-01-11T22:22:17
980,182,click,2026-01-11T22:22:17
248,49,add_to_cart,2026-01-11T22:22:19
782,252,add_to_cart,2026-01-11T22:22:20
658,104,add_to_cart,2026-01-11T22:22:21
34,420,add_to_cart,2026-01-11T22:22:23
581,395,click,2026-01-11T22:22:24
618,364,add_to_cart,2026-01-11T22:22:25
929,193,click,2026-01-11T22:22:26
278,120,purchase,2026-01-11T22:22:27
