user_id,item_id,event_type,timestamp
695,129,add_to_cart,2026-01-11T18:17:13
653,448,add_to_cart,2026-01-11T18:17:14
843,168,click,2026-01-11T18:17:16
810,202,purchase,2026-01-11T18:17:18
380,139,purchase,2026-01-11T18:17:19
210,488,purchase,2026-01-11T18:17:19
595,299,click,2026-01-11T18:17:21
121,228,add_to_cart,2026-01-11T18:17:22
558,270,purchase,2026-01-11T18:17:23
441,184,click,2026-01-11T18:17:25
836,6,click,2026-01-11T18:17:26
692,364,purchase,2026-01-11T18:17:27
647,371,purchase,2026-01-11T18:17:29
841,48,click,2026-01-11T18:17:30
853,99,purchase,2026-01-11T18:17:32
590,314,add_to_cart,2026-01-11T18:17:33
642,28,add_to_cart,2026-01-11T18:17:34
609,345,add_to_cart,2026-01-11T18:17:36
257,492,add_to_cart,2026-01-11T18:17:37
71,84,click,2026-01-11T18:17:39
667,192,click,2026-01-11T18:17:40
12,140,purchase,2026-01-11T18:17:41
809,267,purchase,2026-01-11T18:17:42
188,167,purchase,2026-01-11T18:17:43
605,231,click,2026-01-11T18:17:44
514,332,add_to_cart,2026-01-11T18:17:45
15,121,purchase,2026-01-11T18:17:46
853,301,click,2026-01-11T18:17:47
257,146,click,2026-01-11T18:17:49
362,414,click,2026-01-11T18:17:49
114,72,click,2026-01-11T18:17:50
977,188,add_to_cart,2026-01-11T18:17:51
807,97,add_to_cart,2026-01-11T18:17:52
205,326,purchase,2026-01-11T18:17:53
3,448,purchase,2026-01-11T18:17:55
279,193,purchase,2026-01-11T18:17:56
270,346,purchase,2026-01-11T18:17:57
544,102,click,2026-01-11T18:17:58
159,70,purchase,2026-01-11T18:17:59
609,180,purchase,2026-01-11T18:18:01
447,479,click,2026-01-11T18:18:02
220,338,purchase,2026-01-11T18:18:03
444,322,purchase,2026-01-11T18:18:04
62,222,purchase,2026-01-11T18:18:06
631,190,add_to_cart,2026-01-11T18:18:07
646,118,purchase,2026-01-11T18:18:08
815,353,purchase,2026-01-11T18:18:09
297,265,purchase,2026-01-11T18:18:11
353,186,click,2026-01-11T18:18:12
194,243,click,2026-01-11T18:18:14
